OverallQual,GrLivArea,GarageCars,TotalBsmtSF,YearBuilt,YearRemodAdd,FullBath,Neighborhood,LotArea,1stFlrSF,TotRmsAbvGrd,GarageArea,Fireplaces,SalePrice
8,1148.0,1.0,1316.0,1879,1950,1.0,NPkVill,21247.0,805.0,8.0,300.0,0,350013.0
2,1488.0,3.0,573.0,1888,1950,1.0,Somerst,3220.0,794.0,9.0,639.0,0,158162.0
3,1802.0,2.0,1039.0,1935,1966,1.0,IDOTRR,4930.0,930.0,4.0,395.0,0,302436.0
7,1806.0,2.0,1087.0,1958,1967,1.0,StoneBr,3626.0,1363.0,4.0,643.0,1,330389.0
7,1870.0,1.0,1428.0,1928,1951,0.0,Blmngtn,12283.0,1175.0,6.0,273.0,0,450803.0
2,1176.0,0.0,1863.0,1888,1950,3.0,ClearCr,6333.0,683.0,7.0,0.0,0,217786.0
6,1694.0,2.0,1227.0,1899,1950,2.0,Timber,7012.0,786.0,6.0,543.0,3,276055.0
4,1055.0,0.0,821.0,1990,2010,1.0,IDOTRR,8036.0,876.0,4.0,0.0,1,272069.0
6,1190.0,1.0,1402.0,2005,2009,1.0,Edwards,10843.0,553.0,8.0,277.0,0,343959.0
10,1033.0,2.0,751.0,1976,1986,2.0,Sawyer,4261.0,813.0,10.0,436.0,1,317813.0
1,891.0,2.0,604.0,1886,1950,1.0,Mitchel,4772.0,554.0,9.0,711.0,1,132795.0
10,2074.0,1.0,286.0,1985,2010,1.0,NPkVill,8961.0,1492.0,8.0,320.0,0,469948.0
5,1877.0,0.0,371.0,1968,1993,1.0,Veenker,16307.0,1054.0,7.0,0.0,0,284310.0
8,2028.0,1.0,664.0,1945,1984,2.0,StoneBr,8842.0,1054.0,5.0,268.0,0,415183.0
5,1536.0,1.0,541.0,1891,1950,2.0,OldTown,6028.0,1060.0,7.0,294.0,0,298370.0
4,1923.0,1.0,1194.0,2010,2010,2.0,ClearCr,3059.0,1467.0,10.0,235.0,0,363048.0
8,590.0,2.0,532.0,1933,1951,2.0,BrkSide,14420.0,334.0,6.0,586.0,0,312710.0
7,1968.0,1.0,0.0,1878,1950,2.0,StoneBr,6198.0,1272.0,6.0,227.0,1,328288.0
2,1608.0,2.0,600.0,1901,1950,2.0,Mitchel,5046.0,1045.0,8.0,554.0,1,246873.0
8,1844.0,2.0,850.0,1927,1953,1.0,ClearCr,3798.0,1009.0,8.0,467.0,0,450844.0
8,1715.0,2.0,792.0,1880,1950,1.0,Gilbert,4361.0,1208.0,5.0,471.0,0,402785.0
4,997.0,2.0,1723.0,1917,1950,1.0,Edwards,5538.0,514.0,6.0,692.0,2,259051.0
10,729.0,2.0,788.0,1937,1950,1.0,Gilbert,7947.0,495.0,6.0,565.0,1,400646.0
7,1141.0,2.0,1443.0,2003,2005,1.0,Blmngtn,4893.0,572.0,7.0,577.0,0,433597.0
4,1812.0,2.0,1049.0,1884,1950,1.0,CollgCr,9827.0,1211.0,8.0,399.0,0,257190.0
1,1877.0,1.0,1038.0,1952,1971,1.0,Sawyer,7917.0,1108.0,5.0,256.0,0,217921.0
7,797.0,0.0,691.0,1999,2010,2.0,NWAmes,27201.0,521.0,8.0,0.0,0,212374.0
3,1000.0,2.0,1031.0,1984,2010,3.0,BrDale,3819.0,645.0,7.0,576.0,0,272084.0
8,1135.0,2.0,722.0,2000,2005,1.0,NWAmes,9708.0,974.0,10.0,388.0,0,220425.0
6,1327.0,2.0,1131.0,1895,1950,1.0,NPkVill,9769.0,890.0,7.0,577.0,1,367373.0
5,800.0,1.0,954.0,1983,2003,1.0,Blueste,5349.0,655.0,6.0,295.0,2,297776.0
2,768.0,3.0,643.0,2008,2010,2.0,StoneBr,9392.0,424.0,7.0,994.0,0,260801.0
8,1084.0,1.0,1491.0,1917,1950,1.0,NWAmes,13158.0,660.0,6.0,254.0,0,214507.0
2,1560.0,2.0,1244.0,1941,1974,1.0,Timber,9398.0,755.0,4.0,381.0,1,245642.0
5,895.0,2.0,861.0,1945,1974,2.0,StoneBr,17894.0,572.0,6.0,480.0,0,283952.0
9,1454.0,3.0,1121.0,1940,1960,2.0,OldTown,3014.0,1092.0,6.0,708.0,1,458523.0
10,2071.0,2.0,1020.0,1912,1950,2.0,BrDale,5877.0,1713.0,4.0,619.0,0,408444.0
10,832.0,1.0,677.0,2006,2010,1.0,Mitchel,18723.0,586.0,6.0,171.0,2,279737.0
10,1407.0,1.0,1088.0,2004,2005,2.0,Veenker,14129.0,1038.0,3.0,262.0,0,341208.0
6,2053.0,3.0,785.0,1924,1950,1.0,NoRidge,11734.0,1088.0,6.0,1011.0,0,282854.0
3,1295.0,2.0,643.0,1983,2010,1.0,Veenker,16591.0,604.0,7.0,561.0,0,209798.0
9,1214.0,2.0,346.0,1927,1965,1.0,OldTown,3435.0,979.0,7.0,632.0,0,420092.0
9,2126.0,4.0,900.0,1982,1992,2.0,CollgCr,13330.0,1117.0,6.0,857.0,0,386820.0
10,1354.0,2.0,1305.0,1953,1979,2.0,OldTown,15248.0,665.0,6.0,432.0,1,370703.0
7,2095.0,1.0,753.0,1937,1950,2.0,Veenker,6442.0,1827.0,5.0,337.0,2,311986.0
2,1740.0,2.0,2161.0,1889,1950,2.0,Blueste,33344.0,1537.0,7.0,568.0,0,331183.0
6,1335.0,1.0,1445.0,1962,1976,2.0,Blueste,9879.0,971.0,7.0,284.0,0,359855.0
5,1767.0,1.0,1628.0,1916,1951,1.0,NWAmes,2992.0,1096.0,5.0,235.0,0,239537.0
9,1683.0,1.0,1405.0,1902,1950,2.0,NridgHt,10836.0,1388.0,7.0,284.0,0,465782.0
4,2051.0,1.0,1869.0,1898,1950,2.0,NWAmes,6248.0,1112.0,7.0,234.0,1,219998.0
4,1227.0,1.0,712.0,2008,2010,3.0,BrDale,16034.0,789.0,6.0,327.0,0,287036.0
1,1537.0,3.0,0.0,1886,1950,2.0,NridgHt,11778.0,939.0,10.0,1167.0,0,269983.0
9,1483.0,2.0,862.0,1982,1992,2.0,IDOTRR,6641.0,1276.0,6.0,599.0,2,355534.0
8,1885.0,2.0,1301.0,1992,1998,2.0,StoneBr,18982.0,1628.0,6.0,509.0,0,392166.0
1,977.0,2.0,1123.0,1876,1950,2.0,SawyerW,14324.0,726.0,6.0,357.0,1,202008.0
5,2049.0,2.0,1178.0,1953,1980,1.0,BrkSide,5920.0,1024.0,5.0,425.0,1,430906.0
5,1760.0,2.0,1636.0,1952,1957,2.0,StoneBr,8300.0,1174.0,8.0,684.0,1,357615.0
5,824.0,2.0,1224.0,1921,1950,2.0,MeadowV,11596.0,462.0,5.0,478.0,1,287132.0
10,2149.0,2.0,1407.0,1964,1985,2.0,Somerst,7464.0,1823.0,6.0,530.0,0,301615.0
2,2688.0,2.0,645.0,1928,1950,2.0,Crawfor,7576.0,1377.0,6.0,612.0,0,350117.0
4,2041.0,2.0,577.0,1933,1951,1.0,Edwards,9121.0,968.0,5.0,679.0,0,273940.0
2,2264.0,2.0,1764.0,1931,1950,1.0,NAmes,5256.0,1736.0,4.0,544.0,0,295419.0
3,1560.0,2.0,1101.0,1983,1991,1.0,StoneBr,2933.0,1020.0,6.0,528.0,2,285799.0
10,643.0,3.0,784.0,1960,1977,2.0,Crawfor,10093.0,532.0,8.0,849.0,2,355676.0
10,547.0,1.0,785.0,1924,1951,1.0,NridgHt,3313.0,334.0,7.0,255.0,3,351083.0
1,1649.0,2.0,773.0,2000,2010,2.0,CollgCr,5451.0,1336.0,9.0,514.0,2,254524.0
7,1204.0,2.0,746.0,1983,2004,2.0,Blmngtn,3693.0,562.0,8.0,593.0,0,434031.0
3,1035.0,1.0,495.0,2001,2010,2.0,BrDale,3928.0,479.0,7.0,287.0,0,259691.0
2,1482.0,1.0,400.0,1973,1983,2.0,Blmngtn,11083.0,975.0,10.0,365.0,0,262844.0
3,1838.0,2.0,972.0,1926,1950,1.0,OldTown,8013.0,1010.0,6.0,595.0,0,330534.0
2,752.0,1.0,797.0,1979,1996,1.0,NAmes,7870.0,539.0,7.0,326.0,0,198038.0
5,1279.0,1.0,1542.0,1917,1950,3.0,Gilbert,4638.0,590.0,6.0,237.0,2,383765.0
10,2308.0,1.0,1185.0,1909,1950,2.0,OldTown,6452.0,1075.0,9.0,301.0,0,484633.0
6,950.0,2.0,1173.0,1934,1958,2.0,BrkSide,10810.0,738.0,7.0,502.0,0,357270.0
8,1972.0,3.0,732.0,2006,2010,2.0,StoneBr,8725.0,1074.0,5.0,887.0,0,326995.0
5,1261.0,2.0,1004.0,1950,1964,1.0,Somerst,13512.0,940.0,7.0,615.0,1,173617.0
1,1802.0,0.0,1215.0,1925,1950,2.0,SawyerW,14509.0,1419.0,5.0,0.0,1,188536.0
1,2091.0,2.0,1371.0,1936,1962,2.0,IDOTRR,7894.0,997.0,7.0,753.0,0,354242.0
3,1904.0,1.0,1016.0,1912,1950,1.0,Sawyer,3547.0,1516.0,7.0,337.0,1,269776.0
3,1992.0,2.0,1530.0,1963,1967,1.0,BrkSide,6134.0,1137.0,6.0,654.0,0,381020.0
9,910.0,2.0,1060.0,1920,1950,2.0,Timber,8528.0,569.0,7.0,621.0,0,292774.0
9,2100.0,2.0,1404.0,1949,1950,1.0,Blmngtn,6074.0,1027.0,4.0,701.0,1,458309.0
9,1067.0,2.0,842.0,1923,1950,1.0,Sawyer,5285.0,883.0,7.0,445.0,1,370352.0
7,1651.0,2.0,263.0,1916,1950,1.0,OldTown,9273.0,1160.0,6.0,670.0,1,416547.0
6,1651.0,3.0,1175.0,2006,2010,3.0,Veenker,30187.0,1118.0,11.0,721.0,1,355365.0
7,1770.0,2.0,1375.0,1920,1950,1.0,Timber,7016.0,1568.0,7.0,515.0,0,340652.0
5,1692.0,3.0,1309.0,1881,1950,2.0,BrkSide,8943.0,1016.0,6.0,907.0,1,419349.0
7,1072.0,2.0,1242.0,1924,1950,1.0,ClearCr,4647.0,912.0,4.0,659.0,0,320676.0
8,806.0,2.0,904.0,1945,1975,1.0,Blueste,16676.0,624.0,9.0,468.0,1,382561.0
8,1973.0,0.0,704.0,1885,1950,1.0,Edwards,13868.0,1712.0,6.0,0.0,0,384898.0
7,1613.0,3.0,1299.0,1914,1950,2.0,Veenker,13398.0,1385.0,5.0,852.0,0,339400.0
1,2118.0,1.0,1244.0,1895,1950,2.0,NoRidge,17675.0,1898.0,7.0,273.0,0,210498.0
8,1492.0,2.0,811.0,1941,1974,2.0,Timber,7232.0,760.0,8.0,628.0,0,312114.0
4,777.0,1.0,1543.0,1972,1993,2.0,Veenker,7699.0,628.0,8.0,417.0,0,209507.0
8,2022.0,1.0,670.0,2006,2010,2.0,Sawyer,21056.0,1642.0,7.0,297.0,0,395735.0
6,1321.0,3.0,801.0,1926,1950,2.0,MeadowV,12288.0,977.0,7.0,752.0,0,295976.0
9,1695.0,1.0,1774.0,1991,1996,1.0,Timber,2952.0,975.0,7.0,228.0,1,380272.0
4,1175.0,3.0,1437.0,1901,1950,2.0,Blmngtn,11242.0,1039.0,7.0,801.0,2,329024.0
10,2378.0,2.0,900.0,1980,2005,2.0,BrkSide,6695.0,1289.0,7.0,485.0,0,542296.0
9,1055.0,1.0,1183.0,1950,1970,1.0,ClearCr,14032.0,712.0,8.0,299.0,0,398329.0
4,1338.0,2.0,1125.0,1977,2007,1.0,Crawfor,10983.0,916.0,7.0,596.0,0,263385.0
5,1571.0,1.0,0.0,1977,1990,0.0,SawyerW,3751.0,821.0,5.0,261.0,0,217227.0
6,942.0,2.0,660.0,1946,1980,2.0,SawyerW,10244.0,730.0,6.0,719.0,1,259212.0
8,1689.0,1.0,1035.0,1907,1950,2.0,Blmngtn,9950.0,828.0,8.0,251.0,0,375138.0
7,2361.0,1.0,901.0,1945,1974,1.0,BrDale,10740.0,1799.0,4.0,275.0,1,369034.0
9,1258.0,2.0,1165.0,1986,1990,2.0,Gilbert,11941.0,1047.0,4.0,611.0,2,520306.0
4,1722.0,2.0,1552.0,2006,2009,2.0,Veenker,18920.0,1046.0,8.0,631.0,2,257044.0
6,334.0,1.0,916.0,2000,2010,2.0,Timber,11014.0,334.0,9.0,331.0,0,285974.0
5,1495.0,2.0,594.0,1897,1950,2.0,OldTown,9058.0,778.0,4.0,594.0,1,324938.0
10,1351.0,2.0,1199.0,1955,1992,1.0,MeadowV,15899.0,1122.0,7.0,644.0,0,430668.0
4,1085.0,1.0,914.0,1886,1950,2.0,Somerst,27484.0,953.0,6.0,253.0,1,195796.0
6,2083.0,2.0,989.0,1964,1964,2.0,Veenker,14151.0,1080.0,6.0,633.0,0,331114.0
2,1344.0,2.0,929.0,2009,2010,1.0,BrkSide,9928.0,1023.0,7.0,632.0,1,345008.0
9,1422.0,1.0,2039.0,1879,1950,1.0,NPkVill,11117.0,964.0,4.0,341.0,0,383991.0
4,1317.0,3.0,76.0,1963,1972,2.0,Crawfor,10178.0,908.0,5.0,640.0,1,273155.0
4,509.0,2.0,887.0,2003,2010,1.0,OldTown,9039.0,391.0,6.0,487.0,1,248286.0
6,921.0,2.0,1055.0,1989,2010,2.0,MeadowV,26439.0,617.0,6.0,626.0,0,260467.0
5,2020.0,1.0,715.0,1926,1950,1.0,ClearCr,6158.0,1455.0,5.0,174.0,0,318791.0
9,407.0,3.0,1451.0,1886,1950,3.0,Sawyer,15954.0,334.0,8.0,899.0,2,434107.0
6,1113.0,1.0,1413.0,2000,2010,0.0,Gilbert,8409.0,690.0,6.0,322.0,0,348594.0
6,1305.0,1.0,1036.0,2000,2010,2.0,Veenker,4272.0,1095.0,6.0,257.0,0,324540.0
2,2430.0,1.0,938.0,1952,1977,2.0,MeadowV,8151.0,1214.0,7.0,263.0,2,363502.0
1,1919.0,3.0,1008.0,2008,2010,1.0,Sawyer,6813.0,1380.0,6.0,711.0,1,393076.0
4,1222.0,2.0,1011.0,1872,1950,1.0,SWISU,11954.0,651.0,8.0,518.0,0,214050.0
10,2200.0,2.0,1023.0,1957,1996,1.0,NridgHt,9374.0,1828.0,5.0,521.0,1,569267.0
10,1126.0,3.0,975.0,1877,1950,1.0,Somerst,5372.0,800.0,4.0,758.0,1,272059.0
7,2045.0,2.0,1168.0,2002,2010,2.0,StoneBr,18686.0,1291.0,6.0,501.0,2,395650.0
7,802.0,2.0,1387.0,1966,1967,1.0,BrDale,15445.0,451.0,7.0,538.0,0,342880.0
4,2078.0,2.0,518.0,1998,2010,2.0,NPkVill,19792.0,1344.0,5.0,537.0,1,385255.0
2,1302.0,2.0,597.0,1950,1967,2.0,BrkSide,10082.0,1147.0,4.0,710.0,1,276873.0
1,975.0,1.0,291.0,1883,1950,1.0,Edwards,8797.0,662.0,7.0,264.0,0,176095.0
4,1401.0,2.0,1436.0,1875,1950,1.0,IDOTRR,12731.0,926.0,5.0,588.0,1,288881.0
4,1661.0,2.0,1167.0,1918,1950,2.0,SWISU,6709.0,1305.0,4.0,514.0,0,185759.0
2,1255.0,1.0,1278.0,1975,1980,2.0,Blueste,9557.0,779.0,8.0,256.0,0,276736.0
3,1806.0,2.0,431.0,1892,1950,1.0,OldTown,8202.0,1160.0,5.0,424.0,2,274258.0
1,1209.0,2.0,1839.0,1990,2003,1.0,StoneBr,4313.0,727.0,8.0,434.0,0,226862.0
7,1841.0,3.0,790.0,1905,1950,1.0,Crawfor,9545.0,953.0,7.0,695.0,0,351985.0
10,1747.0,0.0,1131.0,1941,1980,2.0,Timber,7183.0,1347.0,7.0,0.0,1,350393.0
7,1483.0,1.0,1431.0,1900,1950,2.0,OldTown,7933.0,1250.0,6.0,323.0,0,410896.0
5,1283.0,1.0,625.0,1936,1950,2.0,NAmes,10742.0,1100.0,2.0,209.0,0,282323.0
5,1595.0,2.0,818.0,1934,1950,1.0,NoRidge,16920.0,1350.0,5.0,516.0,0,267062.0
4,1804.0,2.0,1135.0,1872,1950,1.0,Somerst,5858.0,1179.0,6.0,451.0,1,217109.0
2,2597.0,3.0,2309.0,1950,1954,2.0,NoRidge,7568.0,1501.0,7.0,808.0,0,290287.0
6,2008.0,2.0,1189.0,1981,2010,1.0,NAmes,6109.0,1480.0,4.0,646.0,0,390919.0
6,2027.0,1.0,1761.0,2002,2010,2.0,BrDale,5913.0,1783.0,6.0,262.0,0,360744.0
1,3136.0,2.0,1585.0,1917,1950,1.0,NWAmes,6652.0,2437.0,5.0,556.0,0,260313.0
5,1786.0,2.0,1218.0,1994,1994,1.0,BrkSide,8117.0,1201.0,7.0,676.0,0,419071.0
3,1769.0,2.0,624.0,1994,2010,2.0,NWAmes,12003.0,1344.0,6.0,597.0,0,240473.0
2,1885.0,1.0,1521.0,2009,2010,1.0,Mitchel,10511.0,1504.0,8.0,250.0,0,227209.0
8,985.0,1.0,401.0,1923,1962,2.0,IDOTRR,5279.0,851.0,8.0,286.0,0,289968.0
6,1282.0,2.0,1758.0,1990,2001,0.0,StoneBr,17104.0,1017.0,7.0,494.0,1,310366.0
7,1249.0,3.0,1145.0,1950,1968,1.0,SWISU,14360.0,806.0,8.0,890.0,0,277645.0
8,1855.0,0.0,0.0,1880,1950,1.0,Blueste,5707.0,1063.0,6.0,0.0,1,344510.0
10,1424.0,3.0,908.0,1909,1950,3.0,Somerst,16516.0,961.0,11.0,676.0,0,281899.0
9,1588.0,2.0,1343.0,1965,1973,1.0,Veenker,10546.0,949.0,5.0,574.0,1,293863.0
7,2086.0,0.0,953.0,1894,1950,2.0,NoRidge,8281.0,1824.0,6.0,0.0,1,263570.0
9,1968.0,0.0,1370.0,1932,1961,2.0,Sawyer,10711.0,1335.0,8.0,0.0,2,406341.0
5,1430.0,1.0,685.0,1979,2010,1.0,NPkVill,8841.0,947.0,8.0,313.0,0,370789.0
10,1163.0,2.0,485.0,1892,1950,1.0,SWISU,11761.0,706.0,7.0,598.0,1,274529.0
8,2111.0,2.0,1026.0,1941,1951,2.0,Somerst,9835.0,1557.0,8.0,536.0,0,268391.0
7,1921.0,2.0,1071.0,1901,1950,1.0,Somerst,7565.0,1314.0,3.0,635.0,3,279361.0
10,672.0,1.0,904.0,1946,1966,1.0,StoneBr,3252.0,341.0,9.0,245.0,2,345849.0
6,1351.0,1.0,1595.0,1905,1950,2.0,ClearCr,11656.0,1136.0,6.0,227.0,1,313440.0
8,1602.0,1.0,685.0,2006,2009,2.0,CollgCr,7429.0,980.0,8.0,152.0,0,329992.0
3,1924.0,2.0,1194.0,1882,1950,1.0,NoRidge,13213.0,1240.0,3.0,554.0,1,229493.0
10,1993.0,2.0,1087.0,2005,2010,2.0,IDOTRR,11394.0,1081.0,7.0,494.0,2,501815.0
7,1664.0,1.0,375.0,1982,1982,2.0,Blueste,7526.0,1163.0,6.0,296.0,0,306166.0
8,1822.0,2.0,479.0,1990,2010,2.0,ClearCr,14935.0,1396.0,7.0,402.0,0,427700.0
5,1549.0,1.0,1062.0,1990,2010,1.0,NPkVill,9921.0,1311.0,7.0,254.0,0,386189.0
9,1161.0,1.0,1925.0,1898,1950,2.0,NAmes,9719.0,549.0,7.0,299.0,1,446580.0
1,1378.0,1.0,1311.0,2001,2010,2.0,MeadowV,8358.0,1224.0,5.0,239.0,0,227991.0
2,1525.0,3.0,301.0,1954,1992,2.0,NWAmes,20781.0,1169.0,6.0,889.0,0,183164.0
6,1497.0,2.0,0.0,2005,2010,1.0,IDOTRR,6269.0,865.0,6.0,515.0,0,330535.0
8,525.0,1.0,1378.0,1994,2004,1.0,Veenker,7621.0,334.0,7.0,279.0,0,274008.0
9,1306.0,2.0,1015.0,1952,1987,1.0,Veenker,4824.0,762.0,8.0,608.0,3,327640.0
5,1545.0,3.0,1557.0,1924,1950,2.0,Gilbert,12879.0,1304.0,7.0,954.0,0,418425.0
7,1367.0,2.0,671.0,1888,1950,1.0,NridgHt,6694.0,794.0,4.0,567.0,2,295539.0
6,1385.0,3.0,1210.0,1886,1950,2.0,ClearCr,7080.0,912.0,7.0,742.0,1,373426.0
10,1771.0,3.0,1428.0,1926,1950,2.0,Veenker,6916.0,1359.0,11.0,785.0,0,357672.0
7,949.0,1.0,861.0,1984,2001,2.0,NoRidge,9241.0,799.0,9.0,305.0,3,257347.0
5,660.0,2.0,870.0,1942,1950,1.0,CollgCr,4792.0,493.0,2.0,478.0,0,248866.0
10,1332.0,1.0,1068.0,1938,1950,1.0,Somerst,2917.0,1051.0,7.0,273.0,2,242205.0
2,1916.0,2.0,1295.0,1905,1950,2.0,ClearCr,11258.0,1012.0,8.0,529.0,0,301718.0
10,2401.0,1.0,1051.0,1950,1984,1.0,ClearCr,3113.0,2028.0,6.0,276.0,0,425839.0
2,1926.0,1.0,1484.0,1960,1994,2.0,NPkVill,13726.0,1106.0,6.0,240.0,1,342954.0
3,744.0,1.0,855.0,2008,2010,2.0,IDOTRR,19521.0,378.0,6.0,206.0,0,276202.0
9,1393.0,2.0,475.0,1973,1986,2.0,Mitchel,8249.0,1239.0,7.0,602.0,0,329446.0
8,1650.0,2.0,1923.0,1956,1977,1.0,OldTown,17150.0,892.0,5.0,637.0,0,426716.0
10,1608.0,2.0,792.0,1998,2010,2.0,MeadowV,8847.0,822.0,8.0,417.0,1,467792.0
8,1798.0,0.0,808.0,1931,1970,1.0,Blmngtn,19923.0,1316.0,6.0,0.0,0,402657.0
7,1034.0,1.0,1028.0,2001,2010,2.0,CollgCr,7129.0,614.0,5.0,323.0,1,310900.0
4,1549.0,1.0,1086.0,1923,1950,2.0,Crawfor,2745.0,790.0,8.0,304.0,1,304377.0
1,1736.0,2.0,888.0,1889,1950,2.0,NWAmes,8605.0,1251.0,4.0,527.0,0,129242.0
2,1948.0,2.0,1049.0,1930,1950,2.0,ClearCr,21036.0,1542.0,6.0,485.0,1,314957.0
3,1092.0,2.0,1040.0,1889,1950,2.0,MeadowV,11702.0,881.0,6.0,566.0,1,219962.0
1,1334.0,1.0,1134.0,1888,1950,2.0,Gilbert,6921.0,694.0,10.0,290.0,0,233100.0
6,334.0,2.0,24.0,1994,2010,1.0,Blmngtn,10556.0,334.0,5.0,568.0,0,304434.0
8,1189.0,1.0,1881.0,1982,1997,1.0,Edwards,14553.0,970.0,3.0,273.0,0,352097.0
10,1240.0,1.0,992.0,1902,1950,2.0,MeadowV,8580.0,648.0,6.0,237.0,0,420416.0
5,980.0,2.0,1311.0,1988,1996,1.0,ClearCr,33296.0,533.0,7.0,594.0,0,281842.0
9,1602.0,2.0,453.0,1881,1950,2.0,Somerst,6914.0,723.0,8.0,598.0,0,236448.0
10,1486.0,2.0,851.0,1911,1950,2.0,StoneBr,14783.0,1020.0,10.0,576.0,1,410934.0
9,334.0,1.0,763.0,1970,1988,1.0,NridgHt,13108.0,334.0,9.0,284.0,2,319320.0
5,1628.0,3.0,1701.0,1914,1950,1.0,NridgHt,6311.0,1263.0,7.0,1042.0,1,370669.0
4,1028.0,1.0,800.0,1973,1993,2.0,OldTown,7243.0,908.0,5.0,255.0,3,291861.0
10,1770.0,2.0,1389.0,1993,2010,2.0,ClearCr,14899.0,963.0,9.0,663.0,2,486183.0
3,842.0,1.0,772.0,1881,1950,1.0,BrDale,9628.0,625.0,6.0,251.0,0,203767.0
5,1531.0,2.0,859.0,1875,1950,2.0,Crawfor,10605.0,835.0,5.0,649.0,2,301119.0
1,1366.0,0.0,949.0,2002,2010,2.0,MeadowV,3952.0,626.0,6.0,0.0,3,240400.0
8,1674.0,2.0,1619.0,1944,1958,2.0,NWAmes,12432.0,1325.0,4.0,537.0,1,334257.0
7,1580.0,2.0,229.0,1942,1958,1.0,Timber,10339.0,1020.0,6.0,693.0,0,287079.0
1,1381.0,1.0,481.0,1936,1950,2.0,MeadowV,8674.0,1210.0,6.0,299.0,1,204713.0
3,708.0,3.0,204.0,1932,1950,2.0,Mitchel,10726.0,489.0,8.0,735.0,0,183149.0
6,739.0,1.0,581.0,1967,1995,1.0,NoRidge,7298.0,385.0,6.0,265.0,1,235733.0
6,1208.0,1.0,702.0,1952,1970,1.0,Edwards,6661.0,788.0,4.0,325.0,2,315605.0
9,1511.0,1.0,350.0,1894,1950,2.0,Crawfor,7935.0,818.0,4.0,317.0,0,279061.0
3,1196.0,1.0,735.0,1959,1985,2.0,Veenker,7100.0,1011.0,7.0,238.0,0,174965.0
10,1843.0,3.0,175.0,1964,1978,1.0,MeadowV,26643.0,1402.0,7.0,823.0,0,382087.0
5,1368.0,3.0,611.0,1887,1950,1.0,Sawyer,14128.0,826.0,6.0,864.0,1,314570.0
9,1008.0,1.0,1583.0,1924,1958,3.0,IDOTRR,5518.0,693.0,6.0,260.0,0,388954.0
3,1369.0,1.0,1234.0,1981,1983,2.0,NoRidge,24789.0,1028.0,7.0,374.0,0,230186.0
1,1634.0,1.0,1139.0,1958,1980,1.0,Blmngtn,7213.0,1311.0,9.0,289.0,1,276039.0
1,1686.0,3.0,618.0,1890,1950,1.0,BrDale,9088.0,820.0,5.0,833.0,0,270617.0
4,2501.0,3.0,384.0,1877,1950,3.0,BrDale,14027.0,1151.0,7.0,983.0,0,382149.0
10,1164.0,2.0,558.0,1952,1953,2.0,ClearCr,3344.0,584.0,8.0,531.0,0,408756.0
1,1476.0,1.0,1038.0,1936,1972,2.0,NWAmes,7954.0,927.0,5.0,320.0,0,183375.0
4,1739.0,1.0,1437.0,2005,2010,2.0,SawyerW,6723.0,1148.0,6.0,213.0,0,247675.0
2,1503.0,2.0,1452.0,1944,1957,2.0,BrkSide,9922.0,769.0,6.0,524.0,1,306888.0
10,1252.0,2.0,1333.0,2001,2010,1.0,Mitchel,10775.0,795.0,4.0,644.0,0,346327.0
7,702.0,0.0,734.0,1901,1950,2.0,Blmngtn,8616.0,455.0,7.0,0.0,1,314776.0
8,1247.0,2.0,1068.0,1934,1956,2.0,Veenker,8418.0,622.0,7.0,498.0,0,252836.0
8,951.0,3.0,916.0,1891,1950,2.0,NPkVill,15254.0,820.0,7.0,733.0,0,379036.0
7,609.0,2.0,969.0,1951,1973,2.0,NoRidge,10412.0,438.0,5.0,605.0,1,243695.0
8,1097.0,3.0,1949.0,1898,1950,1.0,Somerst,9143.0,685.0,7.0,765.0,3,280828.0
1,965.0,2.0,285.0,1940,1978,2.0,Edwards,9642.0,654.0,9.0,539.0,0,223810.0
9,1821.0,1.0,954.0,1919,1950,1.0,NridgHt,22425.0,1077.0,10.0,315.0,1,440928.0
8,1831.0,2.0,1588.0,1897,1950,0.0,StoneBr,9763.0,1528.0,9.0,516.0,0,365405.0
8,1040.0,2.0,415.0,1885,1950,2.0,SawyerW,6924.0,737.0,5.0,403.0,1,296754.0
4,1378.0,1.0,775.0,1943,1956,1.0,StoneBr,3448.0,927.0,7.0,228.0,2,253191.0
9,539.0,1.0,825.0,2003,2008,1.0,Veenker,4372.0,463.0,6.0,280.0,0,274446.0
4,1255.0,3.0,959.0,1899,1950,2.0,NWAmes,7090.0,1038.0,7.0,616.0,2,230796.0
1,1724.0,1.0,358.0,1928,1960,2.0,Blmngtn,8483.0,1406.0,5.0,268.0,1,253140.0
10,1948.0,3.0,1318.0,1903,1950,2.0,Crawfor,6783.0,1074.0,4.0,673.0,0,442789.0
3,1141.0,1.0,1349.0,1984,2010,3.0,BrDale,10674.0,592.0,6.0,346.0,1,311213.0
2,2067.0,2.0,1280.0,1929,1950,2.0,CollgCr,6740.0,1572.0,8.0,733.0,0,288329.0
7,719.0,2.0,676.0,2007,2010,2.0,NridgHt,5669.0,475.0,7.0,475.0,1,367397.0
3,860.0,1.0,1095.0,1906,1950,2.0,Blmngtn,12165.0,652.0,7.0,290.0,0,304031.0
9,1888.0,2.0,663.0,1883,1950,1.0,NPkVill,17760.0,1496.0,7.0,483.0,0,471822.0
5,2392.0,0.0,911.0,1952,1968,2.0,Timber,5148.0,1394.0,7.0,0.0,2,300528.0
1,1774.0,2.0,2000.0,1962,1990,0.0,NAmes,10116.0,1026.0,7.0,704.0,1,308158.0
